n,m,prob,eps,time,success,heavy_ranges,tries,red_points,blue_points,k,ratios,counts
1024,512,0.9,0.5,0.002938985824584961,True,1,-10,25,25,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
1024,512,0.9,0.6,0.0011172294616699219,True,1,-10,95,95,2,"[0.5, 0.5]","[95, 95]"
1024,512,0.9,0.6,0.0011208057403564453,True,0,-10,114,76,2,"[0.6, 0.4]","[114, 76]"
1024,512,0.9,0.6,0.0011081695556640625,True,0,-10,133,57,2,"[0.7, 0.3]","[133, 57]"
1024,512,0.9,0.6,0.0010008811950683594,True,0,-10,152,37,2,"[0.8, 0.2]","[152, 37]"
1024,512,0.9,0.6,0.0013670921325683594,True,2,-10,47,47,4,"[0.25, 0.25, 0.25, 0.25]","[47, 47, 47, 47]"
1024,512,0.9,0.6,0.0018308162689208984,True,1,-10,31,31,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[31, 31, 31, 31, 31, 31, 31, 31]"
1024,512,0.9,0.6,0.002696514129638672,True,0,-10,19,19,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1024,1024,0.9,0.2,0.003052949905395508,True,85,-10,379,379,2,"[0.5, 0.5]","[379, 379]"
1024,1024,0.9,0.2,0.002962350845336914,True,84,-10,455,303,2,"[0.6, 0.4]","[455, 303]"
1024,1024,0.9,0.2,0.002975940704345703,True,85,-10,531,227,2,"[0.7, 0.3]","[531, 227]"
1024,1024,0.9,0.2,0.0029172897338867188,True,85,-10,607,151,2,"[0.8, 0.2]","[607, 151]"
1024,1024,0.9,0.2,0.003283977508544922,True,78,-10,189,189,4,"[0.25, 0.25, 0.25, 0.25]","[189, 189, 189, 189]"
1024,1024,0.9,0.2,0.004290342330932617,True,78,-10,126,126,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[126, 126, 126, 126, 126, 126, 126, 126]"
1024,1024,0.9,0.2,0.005820274353027344,True,67,-10,69,69,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[69, 69, 71, 71, 74, 70, 70, 74, 69, 73, 76, 70, 64, 67, 71, 71]"
1024,1024,0.9,0.3,0.0021278858184814453,True,38,-10,229,229,2,"[0.5, 0.5]","[229, 229]"
1024,1024,0.9,0.3,0.002072572708129883,True,41,-10,275,183,2,"[0.6, 0.4]","[275, 183]"
1024,1024,0.9,0.3,0.002087831497192383,True,23,-10,321,137,2,"[0.7, 0.3]","[321, 137]"
1024,1024,0.9,0.3,0.0020253658294677734,True,39,-10,367,91,2,"[0.8, 0.2]","[367, 91]"
1024,1024,0.9,0.3,0.0024297237396240234,True,33,-10,114,114,4,"[0.25, 0.25, 0.25, 0.25]","[114, 114, 114, 114]"
1024,1024,0.9,0.3,0.0031473636627197266,True,31,-10,76,76,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[76, 76, 76, 76, 76, 76, 76, 76]"
1024,1024,0.9,0.3,0.0043179988861083984,True,30,-10,47,47,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47]"
1024,1024,0.9,0.4,0.0016129016876220703,True,18,-10,159,159,2,"[0.5, 0.5]","[159, 159]"
1024,1024,0.9,0.4,0.0016009807586669922,True,8,-10,191,127,2,"[0.6, 0.4]","[191, 127]"
1024,1024,0.9,0.4,0.001592874526977539,True,22,-10,223,95,2,"[0.7, 0.3]","[223, 95]"
1024,1024,0.9,0.4,0.0015687942504882812,True,19,-10,255,63,2,"[0.8, 0.2]","[255, 63]"
1024,1024,0.9,0.4,0.0018987655639648438,True,12,-10,79,79,4,"[0.25, 0.25, 0.25, 0.25]","[79, 79, 79, 79]"
1024,1024,0.9,0.4,0.002521514892578125,True,20,-10,53,53,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[53, 53, 53, 53, 53, 53, 53, 53]"
1024,1024,0.9,0.4,0.0034945011138916016,True,11,-10,33,33,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33]"
1024,1024,0.9,0.5,0.0013275146484375,True,6,-10,120,120,2,"[0.5, 0.5]","[120, 120]"
1024,1024,0.9,0.5,0.0013077259063720703,True,3,-10,144,95,2,"[0.6, 0.4]","[144, 95]"
1024,1024,0.9,0.5,0.001300811767578125,True,1,-10,167,72,2,"[0.7, 0.3]","[167, 72]"
1024,1024,0.9,0.5,0.0012822151184082031,True,7,-10,192,47,2,"[0.8, 0.2]","[192, 47]"
1024,1024,0.9,0.5,0.0015459060668945312,True,7,-10,60,60,4,"[0.25, 0.25, 0.25, 0.25]","[60, 60, 60, 60]"
1024,1024,0.9,0.5,0.0021169185638427734,True,6,-10,40,40,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[40, 40, 40, 40, 40, 40, 40, 40]"
1024,1024,0.9,0.5,0.003076791763305664,True,9,-10,25,25,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
1024,1024,0.9,0.6,0.0010385513305664062,True,1,-10,95,95,2,"[0.5, 0.5]","[95, 95]"
1024,1024,0.9,0.6,0.0011174678802490234,True,2,-10,114,76,2,"[0.6, 0.4]","[114, 76]"
1024,1024,0.9,0.6,0.0011103153228759766,True,2,-10,133,57,2,"[0.7, 0.3]","[133, 57]"
1024,1024,0.9,0.6,0.0010459423065185547,True,5,-10,152,37,2,"[0.8, 0.2]","[152, 37]"
1024,1024,0.9,0.6,0.0013380050659179688,True,1,-10,47,47,4,"[0.25, 0.25, 0.25, 0.25]","[47, 47, 47, 47]"
1024,1024,0.9,0.6,0.0018343925476074219,True,1,-10,31,31,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[31, 31, 31, 31, 31, 31, 31, 31]"
1024,1024,0.9,0.6,0.002696514129638672,True,4,-10,19,19,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1024,2048,0.9,0.2,0.0030274391174316406,True,188,-10,379,379,2,"[0.5, 0.5]","[379, 379]"
1024,2048,0.9,0.2,0.0030405521392822266,True,159,-10,455,303,2,"[0.6, 0.4]","[455, 303]"
1024,2048,0.9,0.2,0.002983570098876953,True,171,-10,531,227,2,"[0.7, 0.3]","[531, 227]"
1024,2048,0.9,0.2,0.002881765365600586,True,152,-10,607,151,2,"[0.8, 0.2]","[607, 151]"
1024,2048,0.9,0.2,0.0034286975860595703,True,152,-10,189,189,4,"[0.25, 0.25, 0.25, 0.25]","[189, 189, 189, 189]"
1024,2048,0.9,0.2,0.004387378692626953,True,149,-10,126,126,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[126, 126, 126, 126, 126, 126, 126, 126]"
1024,2048,0.9,0.2,0.005767107009887695,True,176,-10,73,72,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[73, 72, 71, 71, 68, 69, 73, 70, 72, 69, 73, 70, 65, 72, 70, 67]"
1024,2048,0.9,0.3,0.0021245479583740234,True,84,-10,229,229,2,"[0.5, 0.5]","[229, 229]"
1024,2048,0.9,0.3,0.0021021366119384766,True,73,-10,275,183,2,"[0.6, 0.4]","[275, 183]"
1024,2048,0.9,0.3,0.002093076705932617,True,66,-10,321,137,2,"[0.7, 0.3]","[321, 137]"
1024,2048,0.9,0.3,0.002075672149658203,True,72,-10,367,91,2,"[0.8, 0.2]","[367, 91]"
1024,2048,0.9,0.3,0.002413034439086914,True,58,-10,114,114,4,"[0.25, 0.25, 0.25, 0.25]","[114, 114, 114, 114]"
1024,2048,0.9,0.3,0.003103494644165039,True,57,-10,76,76,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[76, 76, 76, 76, 76, 76, 76, 76]"
1024,2048,0.9,0.3,0.004319190979003906,True,48,-10,47,47,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47]"
1024,2048,0.9,0.4,0.0016493797302246094,True,28,-10,159,159,2,"[0.5, 0.5]","[159, 159]"
1024,2048,0.9,0.4,0.0016260147094726562,True,36,-10,191,127,2,"[0.6, 0.4]","[191, 127]"
1024,2048,0.9,0.4,0.0015785694122314453,True,29,-10,223,95,2,"[0.7, 0.3]","[223, 95]"
1024,2048,0.9,0.4,0.0015876293182373047,True,23,-10,255,63,2,"[0.8, 0.2]","[255, 63]"
1024,2048,0.9,0.4,0.00188446044921875,True,30,-10,79,79,4,"[0.25, 0.25, 0.25, 0.25]","[79, 79, 79, 79]"
1024,2048,0.9,0.4,0.0024759769439697266,True,29,-10,53,53,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[53, 53, 53, 53, 53, 53, 53, 53]"
1024,2048,0.9,0.4,0.003496408462524414,True,33,-10,33,33,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33]"
1024,2048,0.9,0.5,0.001332998275756836,True,12,-10,120,120,2,"[0.5, 0.5]","[120, 120]"
1024,2048,0.9,0.5,0.0013492107391357422,True,11,-10,144,95,2,"[0.6, 0.4]","[144, 95]"
1024,2048,0.9,0.5,0.0013248920440673828,True,14,-10,167,72,2,"[0.7, 0.3]","[167, 72]"
1024,2048,0.9,0.5,0.0012857913970947266,True,9,-10,192,47,2,"[0.8, 0.2]","[192, 47]"
1024,2048,0.9,0.5,0.0016138553619384766,True,5,-10,60,60,4,"[0.25, 0.25, 0.25, 0.25]","[60, 60, 60, 60]"
1024,2048,0.9,0.5,0.002134561538696289,True,8,-10,40,40,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[40, 40, 40, 40, 40, 40, 40, 40]"
1024,2048,0.9,0.5,0.0031180381774902344,True,9,-10,25,25,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
1024,2048,0.9,0.6,0.0011322498321533203,True,2,-10,95,95,2,"[0.5, 0.5]","[95, 95]"
1024,2048,0.9,0.6,0.0011169910430908203,True,2,-10,114,76,2,"[0.6, 0.4]","[114, 76]"
1024,2048,0.9,0.6,0.0011487007141113281,True,2,-10,133,57,2,"[0.7, 0.3]","[133, 57]"
1024,2048,0.9,0.6,0.0011255741119384766,True,6,-10,152,37,2,"[0.8, 0.2]","[152, 37]"
1024,2048,0.9,0.6,0.0013554096221923828,True,3,-10,47,47,4,"[0.25, 0.25, 0.25, 0.25]","[47, 47, 47, 47]"
1024,2048,0.9,0.6,0.0018436908721923828,True,6,-10,31,31,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[31, 31, 31, 31, 31, 31, 31, 31]"
1024,2048,0.9,0.6,0.0027093887329101562,True,4,-10,19,19,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
1024,4096,0.9,0.2,0.0029985904693603516,True,324,-10,379,379,2,"[0.5, 0.5]","[379, 379]"
1024,4096,0.9,0.2,0.0030100345611572266,True,280,-10,455,303,2,"[0.6, 0.4]","[455, 303]"
1024,4096,0.9,0.2,0.0029609203338623047,True,341,-10,531,227,2,"[0.7, 0.3]","[531, 227]"
1024,4096,0.9,0.2,0.0028862953186035156,True,352,-10,607,151,2,"[0.8, 0.2]","[607, 151]"
1024,4096,0.9,0.2,0.0034389495849609375,True,319,-10,189,189,4,"[0.25, 0.25, 0.25, 0.25]","[189, 189, 189, 189]"
1024,4096,0.9,0.2,0.004370689392089844,True,319,-10,126,126,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[126, 126, 126, 126, 126, 126, 126, 126]"
1024,4096,0.9,0.2,0.005869388580322266,True,330,-10,73,71,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[73, 71, 69, 70, 66, 69, 76, 72, 66, 69, 74, 69, 74, 66, 72, 69]"
1024,4096,0.9,0.3,0.00212860107421875,True,167,-10,229,229,2,"[0.5, 0.5]","[229, 229]"
1024,4096,0.9,0.3,0.0021140575408935547,True,123,-10,275,183,2,"[0.6, 0.4]","[275, 183]"
1024,4096,0.9,0.3,0.0020973682403564453,True,138,-10,321,137,2,"[0.7, 0.3]","[321, 137]"
1024,4096,0.9,0.3,0.002077341079711914,True,148,-10,367,91,2,"[0.8, 0.2]","[367, 91]"
1024,4096,0.9,0.3,0.0024733543395996094,True,157,-10,114,114,4,"[0.25, 0.25, 0.25, 0.25]","[114, 114, 114, 114]"
1024,4096,0.9,0.3,0.003221750259399414,True,152,-10,76,76,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[76, 76, 76, 76, 76, 76, 76, 76]"
1024,4096,0.9,0.3,0.004396915435791016,True,137,-10,47,47,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47]"
1024,4096,0.9,0.4,0.0016436576843261719,True,47,-10,159,159,2,"[0.5, 0.5]","[159, 159]"
1024,4096,0.9,0.4,0.001644134521484375,True,54,-10,191,127,2,"[0.6, 0.4]","[191, 127]"
1024,4096,0.9,0.4,0.0016326904296875,True,58,-10,223,95,2,"[0.7, 0.3]","[223, 95]"
1024,4096,0.9,0.4,0.0015921592712402344,True,70,-10,255,63,2,"[0.8, 0.2]","[255, 63]"
1024,4096,0.9,0.4,0.0019083023071289062,True,49,-10,79,79,4,"[0.25, 0.25, 0.25, 0.25]","[79, 79, 79, 79]"
1024,4096,0.9,0.4,0.0025370121002197266,True,54,-10,53,53,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[53, 53, 53, 53, 53, 53, 53, 53]"
1024,4096,0.9,0.4,0.0035555362701416016,True,73,-10,33,33,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33]"
1024,4096,0.9,0.5,0.001337289810180664,True,18,-10,120,120,2,"[0.5, 0.5]","[120, 120]"
1024,4096,0.9,0.5,0.0013473033905029297,True,19,-10,144,95,2,"[0.6, 0.4]","[144, 95]"
1024,4096,0.9,0.5,0.0013194084167480469,True,24,-10,167,72,2,"[0.7, 0.3]","[167, 72]"
1024,4096,0.9,0.5,0.0013093948364257812,True,24,-10,192,47,2,"[0.8, 0.2]","[192, 47]"
1024,4096,0.9,0.5,0.0015811920166015625,True,22,-10,60,60,4,"[0.25, 0.25, 0.25, 0.25]","[60, 60, 60, 60]"
1024,4096,0.9,0.5,0.0021903514862060547,True,33,-10,40,40,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[40, 40, 40, 40, 40, 40, 40, 40]"
1024,4096,0.9,0.5,0.003128528594970703,True,20,-10,25,25,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
1024,4096,0.9,0.6,0.0011425018310546875,True,9,-10,95,95,2,"[0.5, 0.5]","[95, 95]"
1024,4096,0.9,0.6,0.0011305809020996094,True,10,-10,114,76,2,"[0.6, 0.4]","[114, 76]"
1024,4096,0.9,0.6,0.0011217594146728516,True,4,-10,133,57,2,"[0.7, 0.3]","[133, 57]"
1024,4096,0.9,0.6,0.0011208057403564453,True,7,-10,152,37,2,"[0.8, 0.2]","[152, 37]"
1024,4096,0.9,0.6,0.001367330551147461,True,7,-10,47,47,4,"[0.25, 0.25, 0.25, 0.25]","[47, 47, 47, 47]"
1024,4096,0.9,0.6,0.001889944076538086,True,6,-10,31,31,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[31, 31, 31, 31, 31, 31, 31, 31]"
1024,4096,0.9,0.6,0.002741575241088867,True,11,-10,19,19,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
2048,512,0.9,0.2,0.006904125213623047,True,47,-10,379,379,2,"[0.5, 0.5]","[379, 379]"
2048,512,0.9,0.2,0.006493806838989258,True,30,-10,455,303,2,"[0.6, 0.4]","[455, 303]"
2048,512,0.9,0.2,0.006444215774536133,True,35,-10,531,227,2,"[0.7, 0.3]","[531, 227]"
2048,512,0.9,0.2,0.0064830780029296875,True,42,-10,607,151,2,"[0.8, 0.2]","[607, 151]"
2048,512,0.9,0.2,0.007340192794799805,True,44,-10,189,189,4,"[0.25, 0.25, 0.25, 0.25]","[189, 189, 189, 189]"
2048,512,0.9,0.2,0.00904703140258789,True,50,-10,126,126,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[126, 126, 126, 126, 126, 126, 126, 126]"
2048,512,0.9,0.2,0.012157678604125977,True,44,-10,79,79,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79]"
2048,512,0.9,0.3,0.004189491271972656,True,27,-10,229,229,2,"[0.5, 0.5]","[229, 229]"
2048,512,0.9,0.3,0.004187345504760742,True,12,-10,275,183,2,"[0.6, 0.4]","[275, 183]"
2048,512,0.9,0.3,0.004186391830444336,True,22,-10,321,137,2,"[0.7, 0.3]","[321, 137]"
2048,512,0.9,0.3,0.004162311553955078,True,11,-10,367,91,2,"[0.8, 0.2]","[367, 91]"
2048,512,0.9,0.3,0.004916191101074219,True,16,-10,114,114,4,"[0.25, 0.25, 0.25, 0.25]","[114, 114, 114, 114]"
2048,512,0.9,0.3,0.006308078765869141,True,23,-10,76,76,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[76, 76, 76, 76, 76, 76, 76, 76]"
2048,512,0.9,0.3,0.008250236511230469,True,16,-10,47,47,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47]"
2048,512,0.9,0.4,0.0031249523162841797,True,5,-10,159,159,2,"[0.5, 0.5]","[159, 159]"
2048,512,0.9,0.4,0.0032215118408203125,True,4,-10,191,127,2,"[0.6, 0.4]","[191, 127]"
2048,512,0.9,0.4,0.00322723388671875,True,5,-10,223,95,2,"[0.7, 0.3]","[223, 95]"
2048,512,0.9,0.4,0.003056764602661133,True,6,-10,255,63,2,"[0.8, 0.2]","[255, 63]"
2048,512,0.9,0.4,0.0037009716033935547,True,8,-10,79,79,4,"[0.25, 0.25, 0.25, 0.25]","[79, 79, 79, 79]"
2048,512,0.9,0.4,0.004901885986328125,True,10,-10,53,53,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[53, 53, 53, 53, 53, 53, 53, 53]"
2048,512,0.9,0.4,0.006746768951416016,True,5,-10,33,33,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33]"
2048,512,0.9,0.5,0.0025148391723632812,True,4,-10,120,120,2,"[0.5, 0.5]","[120, 120]"
2048,512,0.9,0.5,0.002567768096923828,True,3,-10,143,96,2,"[0.6, 0.4]","[143, 96]"
2048,512,0.9,0.5,0.002465963363647461,True,3,-10,168,71,2,"[0.7, 0.3]","[168, 71]"
2048,512,0.9,0.5,0.0025374889373779297,True,1,-10,192,47,2,"[0.8, 0.2]","[192, 47]"
2048,512,0.9,0.5,0.0030291080474853516,True,2,-10,60,60,4,"[0.25, 0.25, 0.25, 0.25]","[60, 60, 60, 60]"
2048,512,0.9,0.5,0.003960371017456055,True,3,-10,40,40,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[40, 40, 40, 40, 40, 40, 40, 40]"
2048,512,0.9,0.5,0.005713701248168945,True,4,-10,25,25,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
2048,512,0.9,0.6,0.0022182464599609375,True,1,-10,95,95,2,"[0.5, 0.5]","[95, 95]"
2048,512,0.9,0.6,0.0021483898162841797,True,0,-10,114,76,2,"[0.6, 0.4]","[114, 76]"
2048,512,0.9,0.6,0.002115488052368164,True,0,-10,133,57,2,"[0.7, 0.3]","[133, 57]"
2048,512,0.9,0.6,0.0021295547485351562,True,1,-10,152,38,2,"[0.8, 0.2]","[152, 38]"
2048,512,0.9,0.6,0.0025565624237060547,True,6,-10,47,47,4,"[0.25, 0.25, 0.25, 0.25]","[47, 47, 47, 47]"
2048,512,0.9,0.6,0.003398895263671875,True,0,-10,31,31,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[31, 31, 31, 31, 31, 31, 31, 31]"
2048,512,0.9,0.6,0.005100727081298828,True,1,-10,19,19,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
2048,1024,0.9,0.2,0.006666660308837891,True,80,-10,379,379,2,"[0.5, 0.5]","[379, 379]"
2048,1024,0.9,0.2,0.006551504135131836,True,80,-10,455,303,2,"[0.6, 0.4]","[455, 303]"
2048,1024,0.9,0.2,0.009784698486328125,True,87,-10,531,227,2,"[0.7, 0.3]","[531, 227]"
2048,1024,0.9,0.2,0.00634002685546875,True,79,-10,607,151,2,"[0.8, 0.2]","[607, 151]"
2048,1024,0.9,0.2,0.007231473922729492,True,85,-10,189,189,4,"[0.25, 0.25, 0.25, 0.25]","[189, 189, 189, 189]"
2048,1024,0.9,0.2,0.009219884872436523,True,79,-10,126,126,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[126, 126, 126, 126, 126, 126, 126, 126]"
2048,1024,0.9,0.2,0.012087106704711914,True,84,-10,79,79,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79]"
2048,1024,0.9,0.3,0.0043070316314697266,True,28,-10,229,229,2,"[0.5, 0.5]","[229, 229]"
2048,1024,0.9,0.3,0.004186391830444336,True,47,-10,275,183,2,"[0.6, 0.4]","[275, 183]"
2048,1024,0.9,0.3,0.004100799560546875,True,37,-10,321,137,2,"[0.7, 0.3]","[321, 137]"
2048,1024,0.9,0.3,0.0041925907135009766,True,29,-10,367,91,2,"[0.8, 0.2]","[367, 91]"
2048,1024,0.9,0.3,0.0048542022705078125,True,31,-10,114,114,4,"[0.25, 0.25, 0.25, 0.25]","[114, 114, 114, 114]"
2048,1024,0.9,0.3,0.006415128707885742,True,28,-10,76,76,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[76, 76, 76, 76, 76, 76, 76, 76]"
2048,1024,0.9,0.3,0.008662939071655273,True,42,-10,47,47,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47]"
2048,1024,0.9,0.4,0.003244161605834961,True,19,-10,159,159,2,"[0.5, 0.5]","[159, 159]"
2048,1024,0.9,0.4,0.0032432079315185547,True,14,-10,191,127,2,"[0.6, 0.4]","[191, 127]"
2048,1024,0.9,0.4,0.003223896026611328,True,11,-10,223,95,2,"[0.7, 0.3]","[223, 95]"
2048,1024,0.9,0.4,0.0031833648681640625,True,17,-10,255,63,2,"[0.8, 0.2]","[255, 63]"
2048,1024,0.9,0.4,0.0037491321563720703,True,21,-10,79,79,4,"[0.25, 0.25, 0.25, 0.25]","[79, 79, 79, 79]"
