n,m,prob,eps,time,success,heavy_ranges,tries,red_points,blue_points,k,ratios,counts
2048,1024,0.9,0.4,0.004750728607177734,True,7,-10,53,53,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[53, 53, 53, 53, 53, 53, 53, 53]"
2048,1024,0.9,0.4,0.0068988800048828125,True,13,-10,33,33,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33]"
2048,1024,0.9,0.5,0.002653837203979492,True,5,-10,120,120,2,"[0.5, 0.5]","[120, 120]"
2048,1024,0.9,0.5,0.0026314258575439453,True,8,-10,143,96,2,"[0.6, 0.4]","[143, 96]"
2048,1024,0.9,0.5,0.002591848373413086,True,5,-10,168,71,2,"[0.7, 0.3]","[168, 71]"
2048,1024,0.9,0.5,0.002522706985473633,True,7,-10,192,47,2,"[0.8, 0.2]","[192, 47]"
2048,1024,0.9,0.5,0.0030536651611328125,True,4,-10,60,60,4,"[0.25, 0.25, 0.25, 0.25]","[60, 60, 60, 60]"
2048,1024,0.9,0.5,0.004135847091674805,True,8,-10,40,40,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[40, 40, 40, 40, 40, 40, 40, 40]"
2048,1024,0.9,0.5,0.005930423736572266,True,7,-10,25,25,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
2048,1024,0.9,0.6,0.002254486083984375,True,2,-10,95,95,2,"[0.5, 0.5]","[95, 95]"
2048,1024,0.9,0.6,0.0021903514862060547,True,2,-10,114,76,2,"[0.6, 0.4]","[114, 76]"
2048,1024,0.9,0.6,0.0021266937255859375,True,0,-10,133,57,2,"[0.7, 0.3]","[133, 57]"
2048,1024,0.9,0.6,0.0021500587463378906,True,2,-10,152,38,2,"[0.8, 0.2]","[152, 38]"
2048,1024,0.9,0.6,0.0025768280029296875,True,3,-10,47,47,4,"[0.25, 0.25, 0.25, 0.25]","[47, 47, 47, 47]"
2048,1024,0.9,0.6,0.003635406494140625,True,1,-10,31,31,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[31, 31, 31, 31, 31, 31, 31, 31]"
2048,1024,0.9,0.6,0.005102396011352539,True,0,-10,19,19,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
2048,2048,0.9,0.2,0.0065708160400390625,True,156,-10,379,379,2,"[0.5, 0.5]","[379, 379]"
2048,2048,0.9,0.2,0.0065765380859375,True,156,-10,455,303,2,"[0.6, 0.4]","[455, 303]"
2048,2048,0.9,0.2,0.006575345993041992,True,155,-10,531,227,2,"[0.7, 0.3]","[531, 227]"
2048,2048,0.9,0.2,0.006485939025878906,True,150,-10,607,151,2,"[0.8, 0.2]","[607, 151]"
2048,2048,0.9,0.2,0.007180690765380859,True,166,-10,189,189,4,"[0.25, 0.25, 0.25, 0.25]","[189, 189, 189, 189]"
2048,2048,0.9,0.2,0.009160995483398438,True,172,-10,126,126,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[126, 126, 126, 126, 126, 126, 126, 126]"
2048,2048,0.9,0.2,0.012165307998657227,True,165,-10,79,79,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79]"
2048,2048,0.9,0.3,0.004335165023803711,True,66,-10,229,229,2,"[0.5, 0.5]","[229, 229]"
2048,2048,0.9,0.3,0.00427699089050293,True,82,-10,275,183,2,"[0.6, 0.4]","[275, 183]"
2048,2048,0.9,0.3,0.004258871078491211,True,72,-10,321,137,2,"[0.7, 0.3]","[321, 137]"
2048,2048,0.9,0.3,0.004195451736450195,True,54,-10,367,91,2,"[0.8, 0.2]","[367, 91]"
2048,2048,0.9,0.3,0.0049321651458740234,True,65,-10,114,114,4,"[0.25, 0.25, 0.25, 0.25]","[114, 114, 114, 114]"
2048,2048,0.9,0.3,0.006464481353759766,True,64,-10,76,76,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[76, 76, 76, 76, 76, 76, 76, 76]"
2048,2048,0.9,0.3,0.00854182243347168,True,54,-10,47,47,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47]"
2048,2048,0.9,0.4,0.0031287670135498047,True,33,-10,159,159,2,"[0.5, 0.5]","[159, 159]"
2048,2048,0.9,0.4,0.0032720565795898438,True,36,-10,191,127,2,"[0.6, 0.4]","[191, 127]"
2048,2048,0.9,0.4,0.0031232833862304688,True,27,-10,223,95,2,"[0.7, 0.3]","[223, 95]"
2048,2048,0.9,0.4,0.003173351287841797,True,26,-10,255,63,2,"[0.8, 0.2]","[255, 63]"
2048,2048,0.9,0.4,0.0037033557891845703,True,32,-10,79,79,4,"[0.25, 0.25, 0.25, 0.25]","[79, 79, 79, 79]"
2048,2048,0.9,0.4,0.0049130916595458984,True,30,-10,53,53,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[53, 53, 53, 53, 53, 53, 53, 53]"
2048,2048,0.9,0.4,0.007004499435424805,True,23,-10,33,33,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33]"
2048,2048,0.9,0.5,0.0026514530181884766,True,15,-10,120,120,2,"[0.5, 0.5]","[120, 120]"
2048,2048,0.9,0.5,0.0026009082794189453,True,14,-10,143,96,2,"[0.6, 0.4]","[143, 96]"
2048,2048,0.9,0.5,0.0025873184204101562,True,13,-10,168,71,2,"[0.7, 0.3]","[168, 71]"
2048,2048,0.9,0.5,0.0025272369384765625,True,24,-10,192,47,2,"[0.8, 0.2]","[192, 47]"
2048,2048,0.9,0.5,0.003052949905395508,True,9,-10,60,60,4,"[0.25, 0.25, 0.25, 0.25]","[60, 60, 60, 60]"
2048,2048,0.9,0.5,0.00406646728515625,True,9,-10,40,40,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[40, 40, 40, 40, 40, 40, 40, 40]"
2048,2048,0.9,0.5,0.0060961246490478516,True,14,-10,25,25,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
2048,2048,0.9,0.6,0.0022242069244384766,True,5,-10,95,95,2,"[0.5, 0.5]","[95, 95]"
2048,2048,0.9,0.6,0.002201080322265625,True,4,-10,114,76,2,"[0.6, 0.4]","[114, 76]"
2048,2048,0.9,0.6,0.0021746158599853516,True,4,-10,133,57,2,"[0.7, 0.3]","[133, 57]"
2048,2048,0.9,0.6,0.0020868778228759766,True,5,-10,152,38,2,"[0.8, 0.2]","[152, 38]"
2048,2048,0.9,0.6,0.0026001930236816406,True,5,-10,47,47,4,"[0.25, 0.25, 0.25, 0.25]","[47, 47, 47, 47]"
2048,2048,0.9,0.6,0.003560781478881836,True,3,-10,31,31,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[31, 31, 31, 31, 31, 31, 31, 31]"
2048,2048,0.9,0.6,0.005110025405883789,True,6,-10,19,19,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
2048,4096,0.9,0.2,0.006535053253173828,True,289,-10,379,379,2,"[0.5, 0.5]","[379, 379]"
2048,4096,0.9,0.2,0.009111404418945312,True,325,-10,455,303,2,"[0.6, 0.4]","[455, 303]"
2048,4096,0.9,0.2,0.006630897521972656,True,314,-10,531,227,2,"[0.7, 0.3]","[531, 227]"
2048,4096,0.9,0.2,0.0090789794921875,True,322,-10,607,151,2,"[0.8, 0.2]","[607, 151]"
2048,4096,0.9,0.2,0.007405996322631836,True,306,-10,189,189,4,"[0.25, 0.25, 0.25, 0.25]","[189, 189, 189, 189]"
2048,4096,0.9,0.2,0.009207487106323242,True,329,-10,126,126,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[126, 126, 126, 126, 126, 126, 126, 126]"
2048,4096,0.9,0.2,0.012341499328613281,True,322,-10,79,79,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79]"
2048,4096,0.9,0.3,0.004383087158203125,True,169,-10,229,229,2,"[0.5, 0.5]","[229, 229]"
2048,4096,0.9,0.3,0.006920337677001953,True,122,-10,275,183,2,"[0.6, 0.4]","[275, 183]"
2048,4096,0.9,0.3,0.006859302520751953,True,133,-10,321,137,2,"[0.7, 0.3]","[321, 137]"
2048,4096,0.9,0.3,0.018697023391723633,True,118,-10,367,91,2,"[0.8, 0.2]","[367, 91]"
2048,4096,0.9,0.3,0.004929542541503906,True,143,-10,114,114,4,"[0.25, 0.25, 0.25, 0.25]","[114, 114, 114, 114]"
2048,4096,0.9,0.3,0.0064945220947265625,True,146,-10,76,76,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[76, 76, 76, 76, 76, 76, 76, 76]"
2048,4096,0.9,0.3,0.008712053298950195,True,131,-10,47,47,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47]"
2048,4096,0.9,0.4,0.0032389163970947266,True,63,-10,159,159,2,"[0.5, 0.5]","[159, 159]"
2048,4096,0.9,0.4,0.0060274600982666016,True,59,-10,191,127,2,"[0.6, 0.4]","[191, 127]"
2048,4096,0.9,0.4,0.005557537078857422,True,60,-10,223,95,2,"[0.7, 0.3]","[223, 95]"
2048,4096,0.9,0.4,0.07699346542358398,True,64,-10,255,63,2,"[0.8, 0.2]","[255, 63]"
2048,4096,0.9,0.4,0.003784656524658203,True,53,-10,79,79,4,"[0.25, 0.25, 0.25, 0.25]","[79, 79, 79, 79]"
2048,4096,0.9,0.4,0.0049784183502197266,True,75,-10,53,53,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[53, 53, 53, 53, 53, 53, 53, 53]"
2048,4096,0.9,0.4,0.007024049758911133,True,62,-10,33,33,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33]"
2048,4096,0.9,0.5,0.0026044845581054688,True,26,-10,120,120,2,"[0.5, 0.5]","[120, 120]"
2048,4096,0.9,0.5,0.005007266998291016,True,23,-10,143,96,2,"[0.6, 0.4]","[143, 96]"
2048,4096,0.9,0.5,0.0025916099548339844,True,23,-10,168,71,2,"[0.7, 0.3]","[168, 71]"
2048,4096,0.9,0.5,0.005059242248535156,True,24,-10,192,47,2,"[0.8, 0.2]","[192, 47]"
2048,4096,0.9,0.5,0.0031316280364990234,True,28,-10,60,60,4,"[0.25, 0.25, 0.25, 0.25]","[60, 60, 60, 60]"
2048,4096,0.9,0.5,0.00414586067199707,True,24,-10,40,40,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[40, 40, 40, 40, 40, 40, 40, 40]"
2048,4096,0.9,0.5,0.005962848663330078,True,21,-10,25,25,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
2048,4096,0.9,0.6,0.0022056102752685547,True,12,-10,95,95,2,"[0.5, 0.5]","[95, 95]"
2048,4096,0.9,0.6,0.004670143127441406,True,6,-10,114,76,2,"[0.6, 0.4]","[114, 76]"
2048,4096,0.9,0.6,0.01737380027770996,True,10,-10,133,57,2,"[0.7, 0.3]","[133, 57]"
2048,4096,0.9,0.6,0.004553556442260742,True,8,-10,152,38,2,"[0.8, 0.2]","[152, 38]"
2048,4096,0.9,0.6,0.0025835037231445312,True,2,-10,47,47,4,"[0.25, 0.25, 0.25, 0.25]","[47, 47, 47, 47]"
2048,4096,0.9,0.6,0.003632783889770508,True,8,-10,31,31,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[31, 31, 31, 31, 31, 31, 31, 31]"
2048,4096,0.9,0.6,0.005354881286621094,True,5,-10,19,19,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4096,512,0.9,0.2,0.013864517211914062,True,44,-10,379,379,2,"[0.5, 0.5]","[379, 379]"
4096,512,0.9,0.2,0.013682126998901367,True,38,-10,455,303,2,"[0.6, 0.4]","[455, 303]"
4096,512,0.9,0.2,0.013683319091796875,True,38,-10,531,227,2,"[0.7, 0.3]","[531, 227]"
4096,512,0.9,0.2,0.020355224609375,True,51,-10,607,151,2,"[0.8, 0.2]","[607, 151]"
4096,512,0.9,0.2,0.01488804817199707,True,48,-10,189,189,4,"[0.25, 0.25, 0.25, 0.25]","[189, 189, 189, 189]"
4096,512,0.9,0.2,0.019297122955322266,True,48,-10,126,126,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[126, 126, 126, 126, 126, 126, 126, 126]"
4096,512,0.9,0.2,0.02509164810180664,True,56,-10,79,79,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79]"
4096,512,0.9,0.3,0.008890390396118164,True,22,-10,229,229,2,"[0.5, 0.5]","[229, 229]"
4096,512,0.9,0.3,0.009043693542480469,True,26,-10,275,183,2,"[0.6, 0.4]","[275, 183]"
4096,512,0.9,0.3,0.008814334869384766,True,19,-10,321,137,2,"[0.7, 0.3]","[321, 137]"
4096,512,0.9,0.3,0.008742570877075195,True,18,-10,367,91,2,"[0.8, 0.2]","[367, 91]"
4096,512,0.9,0.3,0.009967565536499023,True,11,-10,114,114,4,"[0.25, 0.25, 0.25, 0.25]","[114, 114, 114, 114]"
4096,512,0.9,0.3,0.013372182846069336,True,12,-10,76,76,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[76, 76, 76, 76, 76, 76, 76, 76]"
4096,512,0.9,0.3,0.01756906509399414,True,15,-10,47,47,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47]"
4096,512,0.9,0.4,0.00664210319519043,True,9,-10,159,159,2,"[0.5, 0.5]","[159, 159]"
4096,512,0.9,0.4,0.0066869258880615234,True,6,-10,191,127,2,"[0.6, 0.4]","[191, 127]"
4096,512,0.9,0.4,0.006693601608276367,True,4,-10,223,95,2,"[0.7, 0.3]","[223, 95]"
4096,512,0.9,0.4,0.006529569625854492,True,10,-10,255,63,2,"[0.8, 0.2]","[255, 63]"
4096,512,0.9,0.4,0.0076978206634521484,True,5,-10,79,79,4,"[0.25, 0.25, 0.25, 0.25]","[79, 79, 79, 79]"
4096,512,0.9,0.4,0.010280847549438477,True,15,-10,53,53,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[53, 53, 53, 53, 53, 53, 53, 53]"
4096,512,0.9,0.4,0.014608144760131836,True,6,-10,33,33,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33]"
4096,512,0.9,0.5,0.00534367561340332,True,2,-10,120,120,2,"[0.5, 0.5]","[120, 120]"
4096,512,0.9,0.5,0.005400180816650391,True,0,-10,144,96,2,"[0.6, 0.4]","[144, 96]"
4096,512,0.9,0.5,0.005064964294433594,True,2,-10,168,71,2,"[0.7, 0.3]","[168, 71]"
4096,512,0.9,0.5,0.00509953498840332,True,2,-10,192,48,2,"[0.8, 0.2]","[192, 48]"
4096,512,0.9,0.5,0.00639653205871582,True,1,-10,60,60,4,"[0.25, 0.25, 0.25, 0.25]","[60, 60, 60, 60]"
4096,512,0.9,0.5,0.008569002151489258,True,2,-10,40,40,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[40, 40, 40, 40, 40, 40, 40, 40]"
4096,512,0.9,0.5,0.012489080429077148,True,4,-10,25,25,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
4096,512,0.9,0.6,0.004452943801879883,True,1,-10,95,95,2,"[0.5, 0.5]","[95, 95]"
4096,512,0.9,0.6,0.004134416580200195,True,0,-10,114,76,2,"[0.6, 0.4]","[114, 76]"
4096,512,0.9,0.6,0.004288673400878906,True,3,-10,133,57,2,"[0.7, 0.3]","[133, 57]"
4096,512,0.9,0.6,0.004319190979003906,True,0,-10,152,38,2,"[0.8, 0.2]","[152, 38]"
4096,512,0.9,0.6,0.005002260208129883,True,1,-10,47,47,4,"[0.25, 0.25, 0.25, 0.25]","[47, 47, 47, 47]"
4096,512,0.9,0.6,0.007395505905151367,True,0,-10,31,31,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[31, 31, 31, 31, 31, 31, 31, 31]"
4096,512,0.9,0.6,0.010924339294433594,True,0,-10,19,19,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4096,1024,0.9,0.2,0.01373147964477539,True,79,-10,379,379,2,"[0.5, 0.5]","[379, 379]"
4096,1024,0.9,0.2,0.013880252838134766,True,79,-10,455,303,2,"[0.6, 0.4]","[455, 303]"
4096,1024,0.9,0.2,0.013567209243774414,True,82,-10,531,227,2,"[0.7, 0.3]","[531, 227]"
4096,1024,0.9,0.2,0.013435602188110352,True,87,-10,607,151,2,"[0.8, 0.2]","[607, 151]"
4096,1024,0.9,0.2,0.014998435974121094,True,63,-10,189,189,4,"[0.25, 0.25, 0.25, 0.25]","[189, 189, 189, 189]"
4096,1024,0.9,0.2,0.018977880477905273,True,97,-10,126,126,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[126, 126, 126, 126, 126, 126, 126, 126]"
4096,1024,0.9,0.2,0.02490234375,True,93,-10,79,79,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79]"
4096,1024,0.9,0.3,0.009093761444091797,True,27,-10,229,229,2,"[0.5, 0.5]","[229, 229]"
4096,1024,0.9,0.3,0.008721590042114258,True,40,-10,275,183,2,"[0.6, 0.4]","[275, 183]"
4096,1024,0.9,0.3,0.008779048919677734,True,22,-10,321,137,2,"[0.7, 0.3]","[321, 137]"
4096,1024,0.9,0.3,0.008779287338256836,True,28,-10,367,91,2,"[0.8, 0.2]","[367, 91]"
4096,1024,0.9,0.3,0.010054349899291992,True,35,-10,114,114,4,"[0.25, 0.25, 0.25, 0.25]","[114, 114, 114, 114]"
4096,1024,0.9,0.3,0.013343095779418945,True,28,-10,76,76,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[76, 76, 76, 76, 76, 76, 76, 76]"
4096,1024,0.9,0.3,0.017714738845825195,True,34,-10,47,47,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47, 47]"
4096,1024,0.9,0.4,0.006663084030151367,True,18,-10,159,159,2,"[0.5, 0.5]","[159, 159]"
4096,1024,0.9,0.4,0.00671076774597168,True,11,-10,191,127,2,"[0.6, 0.4]","[191, 127]"
4096,1024,0.9,0.4,0.006705760955810547,True,21,-10,223,95,2,"[0.7, 0.3]","[223, 95]"
4096,1024,0.9,0.4,0.0065538883209228516,True,13,-10,255,63,2,"[0.8, 0.2]","[255, 63]"
4096,1024,0.9,0.4,0.007521867752075195,True,5,-10,79,79,4,"[0.25, 0.25, 0.25, 0.25]","[79, 79, 79, 79]"
4096,1024,0.9,0.4,0.010243654251098633,True,13,-10,53,53,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[53, 53, 53, 53, 53, 53, 53, 53]"
4096,1024,0.9,0.4,0.023284912109375,True,18,-10,33,33,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33]"
4096,1024,0.9,0.5,0.005476236343383789,True,10,-10,120,120,2,"[0.5, 0.5]","[120, 120]"
4096,1024,0.9,0.5,0.005450248718261719,True,3,-10,144,96,2,"[0.6, 0.4]","[144, 96]"
4096,1024,0.9,0.5,0.005446434020996094,True,6,-10,168,71,2,"[0.7, 0.3]","[168, 71]"
4096,1024,0.9,0.5,0.0050945281982421875,True,8,-10,192,48,2,"[0.8, 0.2]","[192, 48]"
4096,1024,0.9,0.5,0.0062255859375,True,3,-10,60,60,4,"[0.25, 0.25, 0.25, 0.25]","[60, 60, 60, 60]"
4096,1024,0.9,0.5,0.008617162704467773,True,6,-10,40,40,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[40, 40, 40, 40, 40, 40, 40, 40]"
4096,1024,0.9,0.5,0.012734413146972656,True,6,-10,25,25,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
4096,1024,0.9,0.6,0.0044956207275390625,True,0,-10,95,95,2,"[0.5, 0.5]","[95, 95]"
4096,1024,0.9,0.6,0.004559516906738281,True,3,-10,114,76,2,"[0.6, 0.4]","[114, 76]"
4096,1024,0.9,0.6,0.004259347915649414,True,0,-10,133,57,2,"[0.7, 0.3]","[133, 57]"
4096,1024,0.9,0.6,0.004304647445678711,True,1,-10,152,38,2,"[0.8, 0.2]","[152, 38]"
4096,1024,0.9,0.6,0.005159854888916016,True,2,-10,47,47,4,"[0.25, 0.25, 0.25, 0.25]","[47, 47, 47, 47]"
4096,1024,0.9,0.6,0.007634162902832031,True,5,-10,31,31,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[31, 31, 31, 31, 31, 31, 31, 31]"
4096,1024,0.9,0.6,0.011212587356567383,True,0,-10,19,19,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19]"
4096,2048,0.9,0.2,0.013937234878540039,True,144,-10,379,379,2,"[0.5, 0.5]","[379, 379]"
4096,2048,0.9,0.2,0.013903617858886719,True,191,-10,455,303,2,"[0.6, 0.4]","[455, 303]"
4096,2048,0.9,0.2,0.013947010040283203,True,153,-10,531,227,2,"[0.7, 0.3]","[531, 227]"
4096,2048,0.9,0.2,0.013605594635009766,True,147,-10,607,151,2,"[0.8, 0.2]","[607, 151]"
4096,2048,0.9,0.2,0.015287399291992188,True,153,-10,189,189,4,"[0.25, 0.25, 0.25, 0.25]","[189, 189, 189, 189]"
4096,2048,0.9,0.2,0.019195556640625,True,154,-10,126,126,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]","[126, 126, 126, 126, 126, 126, 126, 126]"
4096,2048,0.9,0.2,0.025261878967285156,True,163,-10,79,79,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]","[79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79]"
4096,2048,0.9,0.3,0.009083986282348633,True,65,-10,229,229,2,"[0.5, 0.5]","[229, 229]"
4096,2048,0.9,0.3,0.008835077285766602,True,68,-10,275,183,2,"[0.6, 0.4]","[275, 183]"
4096,2048,0.9,0.3,0.008896350860595703,True,68,-10,321,137,2,"[0.7, 0.3]","[321, 137]"
4096,2048,0.9,0.3,0.008606195449829102,True,69,-10,367,91,2,"[0.8, 0.2]","[367, 91]"
