n,m,prob,eps,time,success,heavy_ranges,tries,red_points,blue_points,k,ratios
1024,1024,0.9,0.6,0.001954793930053711,True,1,-10,127,127,4,"[0.25, 0.25, 0.25, 0.25]"
1024,1024,0.9,0.6,0.0035359859466552734,True,1,-10,127,127,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
1024,1024,0.9,0.6,0.0043964385986328125,True,3,-10,64,64,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
1024,2048,0.9,0.2,0.0032346248626708984,True,178,-10,506,506,2,"[0.5, 0.5]"
1024,2048,0.9,0.2,0.0032417774200439453,True,167,-10,607,404,2,"[0.6, 0.4]"
1024,2048,0.9,0.2,0.0032029151916503906,True,137,-10,708,303,2,"[0.7, 0.3]"
1024,2048,0.9,0.2,0.002976655960083008,True,168,-10,810,201,2,"[0.8, 0.2]"
1024,2048,0.9,0.2,0.0038640499114990234,True,179,-10,285,274,4,"[0.25, 0.25, 0.25, 0.25]"
1024,2048,0.9,0.2,0.004532337188720703,True,180,-10,140,134,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
1024,2048,0.9,0.2,0.005815744400024414,True,134,-10,74,71,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
1024,2048,0.9,0.3,0.002284526824951172,True,55,-10,306,306,2,"[0.5, 0.5]"
1024,2048,0.9,0.3,0.0022568702697753906,True,79,-10,367,244,2,"[0.6, 0.4]"
1024,2048,0.9,0.3,0.002209186553955078,True,62,-10,428,183,2,"[0.7, 0.3]"
1024,2048,0.9,0.3,0.0021140575408935547,True,60,-10,489,122,2,"[0.8, 0.2]"
1024,2048,0.9,0.3,0.0033712387084960938,True,65,-10,266,262,4,"[0.25, 0.25, 0.25, 0.25]"
1024,2048,0.9,0.3,0.004082679748535156,True,89,-10,136,132,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
1024,2048,0.9,0.3,0.0048601627349853516,True,56,-10,67,66,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
1024,2048,0.9,0.4,0.0017726421356201172,True,19,-10,213,213,2,"[0.5, 0.5]"
1024,2048,0.9,0.4,0.0017704963684082031,True,29,-10,255,170,2,"[0.6, 0.4]"
1024,2048,0.9,0.4,0.0017137527465820312,True,23,-10,298,127,2,"[0.7, 0.3]"
1024,2048,0.9,0.4,0.0016727447509765625,True,21,-10,341,84,2,"[0.8, 0.2]"
1024,2048,0.9,0.4,0.0028433799743652344,True,27,-10,213,213,4,"[0.25, 0.25, 0.25, 0.25]"
1024,2048,0.9,0.4,0.003726482391357422,True,30,-10,131,131,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
1024,2048,0.9,0.4,0.0046651363372802734,True,28,-10,64,66,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
1024,2048,0.9,0.5,0.0014348030090332031,True,18,-10,160,160,2,"[0.5, 0.5]"
1024,2048,0.9,0.5,0.0014123916625976562,True,13,-10,192,127,2,"[0.6, 0.4]"
1024,2048,0.9,0.5,0.0013799667358398438,True,10,-10,223,96,2,"[0.7, 0.3]"
1024,2048,0.9,0.5,0.0013885498046875,True,12,-10,256,63,2,"[0.8, 0.2]"
1024,2048,0.9,0.5,0.0023124217987060547,True,10,-10,160,160,4,"[0.25, 0.25, 0.25, 0.25]"
1024,2048,0.9,0.5,0.003653287887573242,True,16,-10,129,128,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
1024,2048,0.9,0.5,0.004468441009521484,True,13,-10,65,65,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
1024,2048,0.9,0.6,0.0012156963348388672,True,4,-10,127,127,2,"[0.5, 0.5]"
1024,2048,0.9,0.6,0.001222372055053711,True,8,-10,152,101,2,"[0.6, 0.4]"
1024,2048,0.9,0.6,0.0011813640594482422,True,9,-10,177,76,2,"[0.7, 0.3]"
1024,2048,0.9,0.6,0.0011763572692871094,True,1,-10,203,50,2,"[0.8, 0.2]"
1024,2048,0.9,0.6,0.001903533935546875,True,1,-10,127,127,4,"[0.25, 0.25, 0.25, 0.25]"
1024,2048,0.9,0.6,0.003478527069091797,True,6,-10,127,127,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
1024,2048,0.9,0.6,0.004411935806274414,True,6,-10,64,67,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
1024,4096,0.9,0.2,0.0032656192779541016,True,324,-10,506,506,2,"[0.5, 0.5]"
1024,4096,0.9,0.2,0.0032548904418945312,True,342,-10,607,404,2,"[0.6, 0.4]"
1024,4096,0.9,0.2,0.0031452178955078125,True,369,-10,708,303,2,"[0.7, 0.3]"
1024,4096,0.9,0.2,0.0029363632202148438,True,327,-10,810,201,2,"[0.8, 0.2]"
1024,4096,0.9,0.2,0.0039615631103515625,True,329,-9,287,276,4,"[0.25, 0.25, 0.25, 0.25]"
1024,4096,0.9,0.2,0.004494905471801758,True,330,-10,140,133,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
1024,4096,0.9,0.2,0.0057446956634521484,True,339,-10,67,70,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
1024,4096,0.9,0.3,0.0022966861724853516,True,175,-10,306,306,2,"[0.5, 0.5]"
1024,4096,0.9,0.3,0.002290487289428711,True,121,-10,367,244,2,"[0.6, 0.4]"
1024,4096,0.9,0.3,0.002257823944091797,True,140,-10,428,183,2,"[0.7, 0.3]"
1024,4096,0.9,0.3,0.0021767616271972656,True,133,-10,489,122,2,"[0.8, 0.2]"
1024,4096,0.9,0.3,0.0033588409423828125,True,158,-10,260,266,4,"[0.25, 0.25, 0.25, 0.25]"
1024,4096,0.9,0.3,0.004006385803222656,True,168,-10,138,133,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
1024,4096,0.9,0.3,0.004976034164428711,True,134,-10,69,68,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
1024,4096,0.9,0.4,0.00171661376953125,True,55,-10,213,213,2,"[0.5, 0.5]"
1024,4096,0.9,0.4,0.0017321109771728516,True,54,-10,255,170,2,"[0.6, 0.4]"
1024,4096,0.9,0.4,0.0017020702362060547,True,57,-10,298,127,2,"[0.7, 0.3]"
1024,4096,0.9,0.4,0.0016815662384033203,True,68,-10,341,84,2,"[0.8, 0.2]"
1024,4096,0.9,0.4,0.0028290748596191406,True,49,-10,213,213,4,"[0.25, 0.25, 0.25, 0.25]"
1024,4096,0.9,0.4,0.0038139820098876953,True,74,-10,131,130,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
1024,4096,0.9,0.4,0.004687786102294922,True,53,-10,64,66,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
1024,4096,0.9,0.5,0.0014319419860839844,True,29,-10,160,160,2,"[0.5, 0.5]"
1024,4096,0.9,0.5,0.0014564990997314453,True,16,-10,192,127,2,"[0.6, 0.4]"
1024,4096,0.9,0.5,0.0014255046844482422,True,38,-10,223,96,2,"[0.7, 0.3]"
1024,4096,0.9,0.5,0.0013775825500488281,True,22,-10,256,63,2,"[0.8, 0.2]"
1024,4096,0.9,0.5,0.0023593902587890625,True,30,-10,160,160,4,"[0.25, 0.25, 0.25, 0.25]"
1024,4096,0.9,0.5,0.003714323043823242,True,16,-10,130,130,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
1024,4096,0.9,0.5,0.004514217376708984,True,20,-10,65,66,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
1024,4096,0.9,0.6,0.0012307167053222656,True,2,-10,127,127,2,"[0.5, 0.5]"
1024,4096,0.9,0.6,0.0012247562408447266,True,10,-10,152,101,2,"[0.6, 0.4]"
1024,4096,0.9,0.6,0.0012006759643554688,True,14,-10,177,76,2,"[0.7, 0.3]"
1024,4096,0.9,0.6,0.0011715888977050781,True,2,-10,203,50,2,"[0.8, 0.2]"
1024,4096,0.9,0.6,0.001963376998901367,True,4,-10,127,127,4,"[0.25, 0.25, 0.25, 0.25]"
1024,4096,0.9,0.6,0.003555774688720703,True,11,-10,127,127,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
1024,4096,0.9,0.6,0.0044667720794677734,True,14,-10,64,64,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,512,0.9,0.2,0.0071332454681396484,True,46,-10,506,506,2,"[0.5, 0.5]"
2048,512,0.9,0.2,0.007047414779663086,True,43,-10,607,404,2,"[0.6, 0.4]"
2048,512,0.9,0.2,0.006978750228881836,True,34,-10,708,303,2,"[0.7, 0.3]"
2048,512,0.9,0.2,0.006708860397338867,True,36,-10,809,202,2,"[0.8, 0.2]"
2048,512,0.9,0.2,0.011519908905029297,True,38,-10,506,506,4,"[0.25, 0.25, 0.25, 0.25]"
2048,512,0.9,0.2,0.01326751708984375,True,37,-10,262,263,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,512,0.9,0.2,0.014953851699829102,True,41,-10,132,134,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,512,0.9,0.3,0.004705190658569336,True,12,-10,306,306,2,"[0.5, 0.5]"
2048,512,0.9,0.3,0.0046231746673583984,True,14,-10,367,244,2,"[0.6, 0.4]"
2048,512,0.9,0.3,0.004452943801879883,True,15,-10,428,183,2,"[0.7, 0.3]"
2048,512,0.9,0.3,0.004435062408447266,True,21,-10,489,122,2,"[0.8, 0.2]"
2048,512,0.9,0.3,0.00763702392578125,True,15,-10,306,306,4,"[0.25, 0.25, 0.25, 0.25]"
2048,512,0.9,0.3,0.012411832809448242,True,26,-10,260,258,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,512,0.9,0.3,0.01413726806640625,True,21,-10,129,130,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,512,0.9,0.4,0.003454923629760742,True,10,-10,213,213,2,"[0.5, 0.5]"
2048,512,0.9,0.4,0.0034635066986083984,True,9,-10,255,170,2,"[0.6, 0.4]"
2048,512,0.9,0.4,0.0032761096954345703,True,6,-10,298,127,2,"[0.7, 0.3]"
2048,512,0.9,0.4,0.0032968521118164062,True,8,-10,340,85,2,"[0.8, 0.2]"
2048,512,0.9,0.4,0.005748748779296875,True,6,-10,213,213,4,"[0.25, 0.25, 0.25, 0.25]"
2048,512,0.9,0.4,0.010675907135009766,True,5,-10,213,213,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,512,0.9,0.4,0.01394510269165039,True,9,-10,128,128,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,512,0.9,0.5,0.0028209686279296875,True,4,-10,160,160,2,"[0.5, 0.5]"
2048,512,0.9,0.5,0.002777576446533203,True,4,-10,191,128,2,"[0.6, 0.4]"
2048,512,0.9,0.5,0.002804994583129883,True,3,-10,224,95,2,"[0.7, 0.3]"
2048,512,0.9,0.5,0.002610445022583008,True,0,-10,256,63,2,"[0.8, 0.2]"
2048,512,0.9,0.5,0.004633665084838867,True,4,-10,160,160,4,"[0.25, 0.25, 0.25, 0.25]"
2048,512,0.9,0.5,0.008251190185546875,True,4,-10,160,160,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,512,0.9,0.5,0.013758659362792969,True,2,-10,129,128,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,512,0.9,0.6,0.0023224353790283203,True,1,-10,127,127,2,"[0.5, 0.5]"
2048,512,0.9,0.6,0.0023467540740966797,True,1,-10,152,101,2,"[0.6, 0.4]"
2048,512,0.9,0.6,0.0022923946380615234,True,4,-10,177,76,2,"[0.7, 0.3]"
2048,512,0.9,0.6,0.002069711685180664,True,0,-10,203,50,2,"[0.8, 0.2]"
2048,512,0.9,0.6,0.003849029541015625,True,0,-10,127,127,4,"[0.25, 0.25, 0.25, 0.25]"
2048,512,0.9,0.6,0.006987094879150391,True,0,-10,127,127,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,512,0.9,0.6,0.01349020004272461,True,2,-10,127,127,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,1024,0.9,0.2,0.007259368896484375,True,84,-10,506,506,2,"[0.5, 0.5]"
2048,1024,0.9,0.2,0.0071408748626708984,True,103,-10,607,404,2,"[0.6, 0.4]"
2048,1024,0.9,0.2,0.0068149566650390625,True,82,-10,708,303,2,"[0.7, 0.3]"
2048,1024,0.9,0.2,0.006829977035522461,True,74,-10,809,202,2,"[0.8, 0.2]"
2048,1024,0.9,0.2,0.01160883903503418,True,88,-10,506,506,4,"[0.25, 0.25, 0.25, 0.25]"
2048,1024,0.9,0.2,0.013626337051391602,True,75,-10,265,264,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,1024,0.9,0.2,0.015488147735595703,True,88,-10,131,132,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,1024,0.9,0.3,0.00461578369140625,True,37,-10,306,306,2,"[0.5, 0.5]"
2048,1024,0.9,0.3,0.004659175872802734,True,33,-10,367,244,2,"[0.6, 0.4]"
2048,1024,0.9,0.3,0.0045318603515625,True,30,-10,428,183,2,"[0.7, 0.3]"
2048,1024,0.9,0.3,0.0043163299560546875,True,39,-10,489,122,2,"[0.8, 0.2]"
2048,1024,0.9,0.3,0.007753849029541016,True,34,-10,306,306,4,"[0.25, 0.25, 0.25, 0.25]"
2048,1024,0.9,0.3,0.012794733047485352,True,46,-10,257,259,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,1024,0.9,0.3,0.014739751815795898,True,29,-10,130,128,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,1024,0.9,0.4,0.003484487533569336,True,18,-10,213,213,2,"[0.5, 0.5]"
2048,1024,0.9,0.4,0.003400087356567383,True,17,-10,255,170,2,"[0.6, 0.4]"
2048,1024,0.9,0.4,0.003457307815551758,True,10,-10,298,127,2,"[0.7, 0.3]"
2048,1024,0.9,0.4,0.003367900848388672,True,9,-10,340,85,2,"[0.8, 0.2]"
2048,1024,0.9,0.4,0.005899667739868164,True,15,-10,213,213,4,"[0.25, 0.25, 0.25, 0.25]"
2048,1024,0.9,0.4,0.011041402816772461,True,18,-10,213,213,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,1024,0.9,0.4,0.014407157897949219,True,16,-10,129,129,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,1024,0.9,0.5,0.002832651138305664,True,3,-10,160,160,2,"[0.5, 0.5]"
2048,1024,0.9,0.5,0.0028221607208251953,True,3,-10,191,128,2,"[0.6, 0.4]"
2048,1024,0.9,0.5,0.002750873565673828,True,8,-10,224,95,2,"[0.7, 0.3]"
2048,1024,0.9,0.5,0.002632617950439453,True,8,-10,256,63,2,"[0.8, 0.2]"
2048,1024,0.9,0.5,0.004548788070678711,True,7,-10,160,160,4,"[0.25, 0.25, 0.25, 0.25]"
2048,1024,0.9,0.5,0.008665323257446289,True,9,-10,160,160,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,1024,0.9,0.5,0.014226198196411133,True,6,-10,128,128,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,1024,0.9,0.6,0.0023605823516845703,True,5,-10,127,127,2,"[0.5, 0.5]"
2048,1024,0.9,0.6,0.002339601516723633,True,4,-10,152,101,2,"[0.6, 0.4]"
2048,1024,0.9,0.6,0.002317190170288086,True,2,-10,177,76,2,"[0.7, 0.3]"
2048,1024,0.9,0.6,0.0022628307342529297,True,0,-10,203,50,2,"[0.8, 0.2]"
2048,1024,0.9,0.6,0.0038306713104248047,True,2,-10,127,127,4,"[0.25, 0.25, 0.25, 0.25]"
2048,1024,0.9,0.6,0.0073015689849853516,True,1,-10,127,127,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,1024,0.9,0.6,0.01396942138671875,True,1,-10,127,127,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,2048,0.9,0.2,0.007046222686767578,True,154,-10,506,506,2,"[0.5, 0.5]"
2048,2048,0.9,0.2,0.007120609283447266,True,191,-10,607,404,2,"[0.6, 0.4]"
2048,2048,0.9,0.2,0.007030487060546875,True,176,-10,708,303,2,"[0.7, 0.3]"
2048,2048,0.9,0.2,0.006654977798461914,True,153,-10,809,202,2,"[0.8, 0.2]"
2048,2048,0.9,0.2,0.011730670928955078,True,172,-10,506,506,4,"[0.25, 0.25, 0.25, 0.25]"
2048,2048,0.9,0.2,0.013663530349731445,True,162,-10,261,267,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,2048,0.9,0.2,0.015773534774780273,True,166,-10,130,128,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,2048,0.9,0.3,0.004599809646606445,True,71,-10,306,306,2,"[0.5, 0.5]"
2048,2048,0.9,0.3,0.004686594009399414,True,57,-10,367,244,2,"[0.6, 0.4]"
2048,2048,0.9,0.3,0.0045893192291259766,True,60,-10,428,183,2,"[0.7, 0.3]"
2048,2048,0.9,0.3,0.004354000091552734,True,66,-10,489,122,2,"[0.8, 0.2]"
2048,2048,0.9,0.3,0.007736921310424805,True,62,-10,306,306,4,"[0.25, 0.25, 0.25, 0.25]"
2048,2048,0.9,0.3,0.012725114822387695,True,63,-10,258,258,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,2048,0.9,0.3,0.01489567756652832,True,66,-10,129,129,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,2048,0.9,0.4,0.0035598278045654297,True,27,-10,213,213,2,"[0.5, 0.5]"
2048,2048,0.9,0.4,0.0034246444702148438,True,28,-10,255,170,2,"[0.6, 0.4]"
2048,2048,0.9,0.4,0.003354310989379883,True,29,-10,298,127,2,"[0.7, 0.3]"
2048,2048,0.9,0.4,0.003326416015625,True,28,-10,340,85,2,"[0.8, 0.2]"
2048,2048,0.9,0.4,0.005797863006591797,True,26,-10,213,213,4,"[0.25, 0.25, 0.25, 0.25]"
2048,2048,0.9,0.4,0.010895967483520508,True,25,-10,213,213,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,2048,0.9,0.4,0.014511585235595703,True,27,-10,128,128,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,2048,0.9,0.5,0.0028510093688964844,True,9,-10,160,160,2,"[0.5, 0.5]"
2048,2048,0.9,0.5,0.0027964115142822266,True,19,-10,191,128,2,"[0.6, 0.4]"
2048,2048,0.9,0.5,0.0027539730072021484,True,10,-10,224,95,2,"[0.7, 0.3]"
2048,2048,0.9,0.5,0.002664327621459961,True,17,-10,256,63,2,"[0.8, 0.2]"
2048,2048,0.9,0.5,0.004621028900146484,True,4,-10,160,160,4,"[0.25, 0.25, 0.25, 0.25]"
2048,2048,0.9,0.5,0.008665800094604492,True,14,-10,160,160,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,2048,0.9,0.5,0.014199256896972656,True,10,-10,128,129,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,2048,0.9,0.6,0.0023534297943115234,True,8,-10,127,127,2,"[0.5, 0.5]"
2048,2048,0.9,0.6,0.0022928714752197266,True,6,-10,152,101,2,"[0.6, 0.4]"
2048,2048,0.9,0.6,0.002351522445678711,True,2,-10,177,76,2,"[0.7, 0.3]"
2048,2048,0.9,0.6,0.002178192138671875,True,4,-10,203,50,2,"[0.8, 0.2]"
2048,2048,0.9,0.6,0.0038797855377197266,True,3,-10,127,127,4,"[0.25, 0.25, 0.25, 0.25]"
2048,2048,0.9,0.6,0.007315397262573242,True,2,-10,127,127,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,2048,0.9,0.6,0.014150857925415039,True,5,-10,127,127,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,4096,0.9,0.2,0.007210969924926758,True,331,-10,506,506,2,"[0.5, 0.5]"
2048,4096,0.9,0.2,0.007168769836425781,True,343,-10,607,404,2,"[0.6, 0.4]"
2048,4096,0.9,0.2,0.007014274597167969,True,356,-10,708,303,2,"[0.7, 0.3]"
2048,4096,0.9,0.2,0.006724119186401367,True,322,-10,809,202,2,"[0.8, 0.2]"
2048,4096,0.9,0.2,0.011664628982543945,True,311,-10,506,506,4,"[0.25, 0.25, 0.25, 0.25]"
2048,4096,0.9,0.2,0.013717412948608398,True,346,-10,263,264,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,4096,0.9,0.2,0.015377998352050781,True,381,-10,134,133,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,4096,0.9,0.3,0.0046291351318359375,True,122,-10,306,306,2,"[0.5, 0.5]"
2048,4096,0.9,0.3,0.0072667598724365234,True,139,-10,367,244,2,"[0.6, 0.4]"
2048,4096,0.9,0.3,0.007155895233154297,True,145,-10,428,183,2,"[0.7, 0.3]"
2048,4096,0.9,0.3,0.018404245376586914,True,111,-10,489,122,2,"[0.8, 0.2]"
2048,4096,0.9,0.3,0.007904052734375,True,150,-10,306,306,4,"[0.25, 0.25, 0.25, 0.25]"
2048,4096,0.9,0.3,0.013116121292114258,True,142,-10,263,257,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,4096,0.9,0.3,0.014830589294433594,True,121,-10,130,128,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,4096,0.9,0.4,0.0035903453826904297,True,62,-10,213,213,2,"[0.5, 0.5]"
2048,4096,0.9,0.4,0.005982875823974609,True,66,-10,255,170,2,"[0.6, 0.4]"
2048,4096,0.9,0.4,0.006023406982421875,True,56,-10,298,127,2,"[0.7, 0.3]"
2048,4096,0.9,0.4,0.0033113956451416016,True,55,-10,340,85,2,"[0.8, 0.2]"
2048,4096,0.9,0.4,0.005979776382446289,True,73,-10,213,213,4,"[0.25, 0.25, 0.25, 0.25]"
2048,4096,0.9,0.4,0.010875463485717773,True,60,-10,213,213,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,4096,0.9,0.4,0.01446986198425293,True,58,-10,128,128,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
2048,4096,0.9,0.5,0.002689361572265625,True,31,-10,160,160,2,"[0.5, 0.5]"
2048,4096,0.9,0.5,0.0028357505798339844,True,24,-10,191,128,2,"[0.6, 0.4]"
2048,4096,0.9,0.5,0.004848480224609375,True,23,-10,224,95,2,"[0.7, 0.3]"
2048,4096,0.9,0.5,0.0050811767578125,True,31,-10,256,63,2,"[0.8, 0.2]"
2048,4096,0.9,0.5,0.0045626163482666016,True,32,-10,160,160,4,"[0.25, 0.25, 0.25, 0.25]"
2048,4096,0.9,0.5,0.008565664291381836,True,29,-10,160,160,8,"[0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125, 0.125]"
2048,4096,0.9,0.5,0.014381170272827148,True,24,-10,128,128,16,"[0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625, 0.0625]"
